user_id,model,artist_pred,track_pred,resolved,match_type,popularity,track_genre
user_000668,gpt-4.1,Florence + The Machine,Shake It Out,False,,,
user_000668,gpt-4.1,Owl City,Fireflies,True,exact,79.0,indie-pop
user_000668,gpt-4.1,Sigur Rós,Hoppípolla,False,,,
user_000668,gpt-4.1,The Fray,How to Save a Life,True,exact,80.0,piano
user_000668,gpt-4.1,Muse,Starlight,False,,,
user_000668,gpt-4.1,Sufjan Stevens,Chicago,False,,,
user_000668,gpt-4.1,Rufus Wainwright,Hallelujah,True,exact,1.0,piano
user_000688,anthropic/claude-sonnet-4.5,Guns N' Roses,Welcome to the Jungle,True,exact,80.0,hard-rock
user_000688,anthropic/claude-sonnet-4.5,Twisted Sister,I Wanna Rock,True,exact,73.0,hard-rock
user_000688,anthropic/claude-sonnet-4.5,Ratt,Round and Round,False,,,
user_000688,anthropic/claude-sonnet-4.5,Bauhaus,Bela Lugosi's Dead,True,exact,56.0,goth
user_000688,anthropic/claude-sonnet-4.5,Joan Jett & The Blackhearts,Bad Reputation,True,exact,68.0,punk-rock
user_000688,anthropic/claude-sonnet-4.5,Def Leppard,Pour Some Sugar on Me,True,exact,65.0,hard-rock
user_000688,anthropic/claude-sonnet-4.5,The Stooges,Search and Destroy,False,,,
user_000688,anthropic/claude-sonnet-4.5,Siouxsie And The Banshees,Spellbound,True,exact,0.0,alt-rock
user_000688,anthropic/claude-sonnet-4.5,Cinderella,Nobody's Fool,True,exact,63.0,hard-rock
user_000688,anthropic/claude-sonnet-4.5,The Cult,She Sells Sanctuary,True,exact,71.0,hard-rock
user_000688,gpt-4.1,Twisted Sister,I Wanna Rock,True,exact,73.0,hard-rock
user_000688,gpt-4.1,Joan Jett & The Blackhearts,Bad Reputation,True,exact,68.0,punk-rock
user_000688,gpt-4.1,The Sisters of Mercy,Lucretia My Reflection,False,,,
user_000688,gpt-4.1,The Stooges,Search and Destroy,False,,,
user_000688,gpt-4.1,Billy Idol,Rebel Yell,True,exact,1.0,hard-rock
user_000688,gpt-4.1,The Cult,She Sells Sanctuary,True,exact,71.0,hard-rock
user_000688,gpt-4.1,L7,Pretend We're Dead,True,exact,60.0,grunge
user_000688,gpt-4.1,New York Dolls,Personality Crisis,False,,,
user_000688,gpt-4.1,The Damned,New Rose,False,,,
user_000688,gpt-4.1,Roxy Music,Editions of You,False,,,
user_000708,anthropic/claude-sonnet-4.5,Portishead,Glory Box,True,exact,0.0,electronic
user_000708,anthropic/claude-sonnet-4.5,Radiohead,Karma Police,True,exact,76.0,alt-rock
user_000708,anthropic/claude-sonnet-4.5,The Verve,Bitter Sweet Symphony,True,exact,80.0,alt-rock
user_000708,anthropic/claude-sonnet-4.5,Morcheeba,The Sea,True,exact,62.0,trip-hop
user_000708,anthropic/claude-sonnet-4.5,Air,La Femme d'Argent,True,exact,61.0,ambient
user_000708,anthropic/claude-sonnet-4.5,Tricky,Hell Is Round the Corner,True,exact,55.0,trip-hop
user_000708,anthropic/claude-sonnet-4.5,Sonic Youth,Bull in the Heather,False,,,
user_000708,anthropic/claude-sonnet-4.5,The Smashing Pumpkins,1979,False,,,
user_000708,anthropic/claude-sonnet-4.5,Blur,Song 2,True,artist+substr,0.0,alt-rock
user_000708,anthropic/claude-sonnet-4.5,UNKLE,Rabbit in Your Headlights,False,,,
user_000708,gpt-4.1,Portishead,Roads,True,exact,0.0,electronic
user_000708,gpt-4.1,UNKLE,Rabbit In Your Headlights,False,,,
user_000708,gpt-4.1,Air,La Femme d’Argent,True,exact,61.0,ambient
user_000708,gpt-4.1,The Velvet Underground,Venus In Furs,False,,,
user_000708,gpt-4.1,Primal Scream,Movin' On Up,False,,,
user_000708,gpt-4.1,Interpol,Leif Erikson,False,,,
user_000708,gpt-4.1,The Smashing Pumpkins,1979,False,,,
user_000708,gpt-4.1,The War on Drugs,Red Eyes,False,,,
user_000708,gpt-4.1,Tame Impala,Let It Happen,False,,,
user_000708,gpt-4.1,The Raveonettes,Love In A Trashcan,False,,,
user_000868,anthropic/claude-sonnet-4.5,Dead Kennedys,Holiday in Cambodia,True,artist+substr,42.0,hardcore
user_000868,anthropic/claude-sonnet-4.5,X-Ray Spex,Oh Bondage Up Yours!,False,,,
user_000868,anthropic/claude-sonnet-4.5,Buzzcocks,Ever Fallen in Love,False,,,
user_000868,anthropic/claude-sonnet-4.5,The Clash,London Calling,True,artist+substr,72.0,punk-rock
user_000868,anthropic/claude-sonnet-4.5,Black Flag,Rise Above,False,,,
user_000868,anthropic/claude-sonnet-4.5,Bauhaus,Bela Lugosi's Dead,True,exact,56.0,goth
user_000868,anthropic/claude-sonnet-4.5,The Stooges,I Wanna Be Your Dog,True,exact,0.0,blues
user_000868,anthropic/claude-sonnet-4.5,Misfits,Last Caress,False,,,
user_000868,anthropic/claude-sonnet-4.5,Wire,Mannequin,False,,,
user_000868,anthropic/claude-sonnet-4.5,Peter Tosh,Legalize It,True,exact,57.0,dub
user_000868,gpt-4.1,Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've),False,,,
user_000868,gpt-4.1,The Gun Club,Sex Beat,False,,,
user_000868,gpt-4.1,The Specials,A Message to You Rudy,False,,,
user_000868,gpt-4.1,The Dead Kennedys,Holiday in Cambodia,False,,,
user_000868,gpt-4.1,The Selecter,On My Radio,False,,,
user_000868,gpt-4.1,The Slits,Typical Girls,False,,,
user_000868,gpt-4.1,The Stooges,Search and Destroy,False,,,
user_000868,gpt-4.1,Operation Ivy,Sound System,False,,,
user_000868,gpt-4.1,The Sonics,Have Love Will Travel,True,exact,56.0,garage
user_000868,gpt-4.1,The Exploding Hearts,Modern Kicks,False,,,
user_000908,anthropic/claude-sonnet-4.5,Simian Mobile Disco,Hustler,False,,,
user_000908,anthropic/claude-sonnet-4.5,MGMT,Electric Feel (Justice Remix),True,exact,77.0,alt-rock
user_000908,anthropic/claude-sonnet-4.5,Klaxons,Golden Skans,True,exact,0.0,electronic
user_000908,anthropic/claude-sonnet-4.5,CSS,Let's Make Love and Listen to Death From Above,False,,,
user_000908,anthropic/claude-sonnet-4.5,Digitalism,Pogo,False,,,
user_000908,anthropic/claude-sonnet-4.5,Chromeo,Fancy Footwork,False,,,
user_000908,anthropic/claude-sonnet-4.5,Friendly Fires,Jump in the Pool,False,,,
user_000908,anthropic/claude-sonnet-4.5,Hot Chip,Over and Over,False,,,
user_000908,anthropic/claude-sonnet-4.5,Metronomy,The Look,True,exact,71.0,electronic
user_000908,anthropic/claude-sonnet-4.5,Cut Copy,Lights & Music,False,,,
user_000908,gpt-4.1,Digitalism,Pogo,False,,,
user_000908,gpt-4.1,MGMT,Electric Feel,True,exact,77.0,alt-rock
user_000908,gpt-4.1,Simian Mobile Disco,Hustler,False,,,
user_000908,gpt-4.1,Hot Chip,Over and Over,False,,,
user_000908,gpt-4.1,LCD Soundsystem,Someone Great,False,,,
user_000908,gpt-4.1,Tame Impala,Elephant,False,,,
user_000908,gpt-4.1,The Rapture,House of Jealous Lovers,False,,,
user_000908,gpt-4.1,Soulwax,E Talking,False,,,
user_000908,gpt-4.1,The Avalanches,Since I Left You,True,exact,57.0,psych-rock
user_000908,gpt-4.1,Fleetwood Mac,The Chain,False,,,
user_000928,anthropic/claude-sonnet-4.5,Paramore,Misery Business,True,exact,1.0,emo
user_000928,anthropic/claude-sonnet-4.5,Phoenix,1901,False,,,
user_000928,anthropic/claude-sonnet-4.5,The Strokes,Reptilia,True,exact,75.0,alt-rock
user_000928,anthropic/claude-sonnet-4.5,Arctic Monkeys,Do I Wanna Know?,True,exact,88.0,garage
user_000928,anthropic/claude-sonnet-4.5,Silversun Pickups,Lazy Eye,False,,,
user_000928,anthropic/claude-sonnet-4.5,Two Door Cinema Club,What You Know,False,,,
user_000928,anthropic/claude-sonnet-4.5,A Perfect Circle,The Outsider,False,,,
user_000928,anthropic/claude-sonnet-4.5,Foster The People,Pumped Up Kicks,True,exact,84.0,indie
user_000928,anthropic/claude-sonnet-4.5,Thrice,Black Honey,False,,,
user_000928,anthropic/claude-sonnet-4.5,Passion Pit,Sleepyhead,False,,,
user_000928,gpt-4.1,Silversun Pickups,Lazy Eye,False,,,
user_000928,gpt-4.1,The Strokes,Reptilia,True,exact,75.0,alt-rock
user_000928,gpt-4.1,Foals,My Number,False,,,
user_000928,gpt-4.1,Interpol,Evil,False,,,
user_000928,gpt-4.1,Bloc Party,Banquet,False,,,
user_000928,gpt-4.1,Brand New,Sic Transit Gloria... Glory Fades,False,,,
user_000928,gpt-4.1,Passion Pit,Sleepyhead,False,,,
user_000928,gpt-4.1,AFI,Miss Murder,True,exact,72.0,emo
user_000928,gpt-4.1,The Shins,New Slang,False,,,
user_000928,gpt-4.1,Paramore,Misery Business,True,exact,1.0,emo
user_000968,anthropic/claude-sonnet-4.5,Robyn,Dancing On My Own,True,exact,64.0,swedish
user_000968,anthropic/claude-sonnet-4.5,Cut Copy,Lights & Music,False,,,
user_000968,anthropic/claude-sonnet-4.5,MGMT,Electric Feel,True,exact,77.0,alt-rock
user_000968,anthropic/claude-sonnet-4.5,Phoenix,1901,False,,,
user_000968,anthropic/claude-sonnet-4.5,Metric,Help I'm Alive,False,,,
user_000968,anthropic/claude-sonnet-4.5,Hot Chip,Over and Over,False,,,
user_000968,anthropic/claude-sonnet-4.5,Chromeo,Fancy Footwork,False,,,
user_000968,anthropic/claude-sonnet-4.5,Gossip,Heavy Cross,False,,,
user_000968,anthropic/claude-sonnet-4.5,Crystal Castles,Not In Love,False,,,
user_000968,anthropic/claude-sonnet-4.5,Little Boots,Remedy,False,,,
user_000968,gpt-4.1,Cut Copy,Hearts on Fire,False,,,
user_000968,gpt-4.1,Hot Chip,Over and Over,False,,,
user_000968,gpt-4.1,Justice,D.A.N.C.E.,True,exact,66.0,electronic
user_000968,gpt-4.1,Metric,Help I'm Alive,False,,,
user_000968,gpt-4.1,MGMT,Electric Feel,True,exact,77.0,alt-rock
user_000968,gpt-4.1,CSS,Music Is My Hot Hot Sex,False,,,
user_000968,gpt-4.1,Passion Pit,Sleepyhead,False,,,
user_000968,gpt-4.1,The Rapture,House of Jealous Lovers,False,,,
user_000968,gpt-4.1,Goldfrapp,Ooh La La,True,exact,18.0,synth-pop
user_000968,gpt-4.1,Friendly Fires,Paris,False,,,
user_000989,anthropic/claude-sonnet-4.5,Tom Petty,Free Fallin',True,exact,0.0,folk
user_000989,anthropic/claude-sonnet-4.5,The Killers,Mr. Brightside,True,exact,2.0,alt-rock
user_000989,anthropic/claude-sonnet-4.5,Fleetwood Mac,Dreams,False,,,
user_000989,anthropic/claude-sonnet-4.5,U2,With Or Without You,False,,,
user_000989,anthropic/claude-sonnet-4.5,John Mellencamp,Jack & Diane,False,,,
user_000989,anthropic/claude-sonnet-4.5,REO Speedwagon,Can't Fight This Feeling,True,exact,73.0,hard-rock
user_000989,anthropic/claude-sonnet-4.5,Journey,Don't Stop Believin',True,exact,83.0,hard-rock
user_000989,anthropic/claude-sonnet-4.5,The Verve,Bitter Sweet Symphony,True,exact,80.0,alt-rock
user_000989,anthropic/claude-sonnet-4.5,Oasis,Wonderwall,True,artist+substr,78.0,rock
user_000989,anthropic/claude-sonnet-4.5,Chris Isaak,Wicked Game,False,,,
user_000989,gpt-4.1,David Bowie,Heroes,False,,,
user_000989,gpt-4.1,Queen,Somebody To Love,False,,,
user_000989,gpt-4.1,R.E.M.,Losing My Religion,True,exact,0.0,alt-rock
user_000989,gpt-4.1,The Rolling Stones,Angie,True,exact,72.0,british
user_000989,gpt-4.1,U2,With Or Without You,False,,,
user_000989,gpt-4.1,The Verve,Bitter Sweet Symphony,True,exact,80.0,alt-rock
user_000989,gpt-4.1,Fleetwood Mac,Go Your Own Way,True,artist+substr,0.0,rock
user_000989,gpt-4.1,Phil Collins,In The Air Tonight,False,,,
user_000989,gpt-4.1,The Beatles,While My Guitar Gently Weeps,True,exact,53.0,british
user_000989,gpt-4.1,INXS,Never Tear Us Apart,False,,,
